
"**NYPD COMMISSIONER: ""We have made staggering numbers of gun arrests. Three days later those individuals are back on the street committing more gun violence.""**",0,0,0,1
"The aliens are here. We have proof? Brit bar becoming a church to offer ""holy water"". The vax is coming. Is that a gun in your bum or are you just happy to be in jail? The Pod:",0,1,0,0
"Blocking John Bolton from becoming Sec of State was one of my proudest moments! I’m sure President Trump in retrospect said: “that son of a gun Rand Paul is right - Bolton is nothing but a warmonger a liar and a loser!",0,0,1,0
"*SEATTLE Shooting Leaves 1 Dead Inside 'CHOP'* MAYOR: ""Not every 9-1-1 call requires a police officer with a gun... [We're] conducting a deep review of SPD’s budget and assessing what functions could be moved to other departments ....",0,0,0,1
Support for gun control falls as the U.S. sees record gun sales in 2020,0,0,0,1
"Amid violent riots and unrest FBI ran record number of gun background checks last month | Just The News",0,0,0,1
"Think again of the constants: 1) Biden will never be president 2) The Left are celebrating his victory 3) We have a 2 month hard deadline. Now extrapolate. This means turbulent and destabilizing times are imminent. It will require the kind of smoking gun that leaves no room for interpretation. It means habbenings like we haven't yet experienced. There is no other way shit's about to get real.",0,1,0,0
Chuck Schumer wants to radically change America. More socialism. Less freedom. Open borders. Closed gun stores. Higher taxes. Lower wages.,0,1,0,0
A Santa who scolds a child for requesting a Nerf gun is a Santa who deserves a firm ass-kicking from dad. #ChangeMyMind,0,0,1,0
"This is a map that Trump team is working on that wins even without AZ. Legal challenges in GA PA NV could invalidate illegal votes and give those states - and re-election - to Trump. Biden team wants to make it seem like it’s over but the legal challenges are real - just like they were in 2000. He’s jumped the gun.",0,1,0,0
"Democrats say ""if banning all guns saves just one life isn't it worth it?"" By that same logic—If Hydroxychloroquine could save just one person from the virus wouldn't it be worth it?",0,1,0,0
AOC and the Democrats are creating a doxxing database so that they can punish people who supported Trump If Joe Biden is President. Sounds like communism to me. What are they going to do to people who supported Trump? Are they going to Send Trump supporters to Gulags? Really makes you wonder what they have planned. We already know they want to ban free speech and ban the guns. This is why... they are literally creating a database to “round up” Trump supporters.,0,1,0,0
"Facebook Twitter make editorial decisions to limit distribution of story claiming to show ‘smoking gun’ emails related to Biden and his son #erasebook #twexit #transparency2020",0,1,0,0
WE THE PEOPLE will NEVER give up our guns.,1,0,0,0
Libs HAVE to be going bat sh*t crazy over the death of Justice Ginsburg. Trump is in the drivers seat as long as McConnell sticks to his guns. If GOP loses the Senate they can get Trump’s choice thru before January. If Trump loses he can send all the Democrats and lefties a parting gift by replacing Ginsberg with a rock solid conservative justice for making his life a living hell. As they say. Payback is a b*tch. God is great!,0,0,1,0
"On Nov. 17 1871 two Union veterans started the NRA. For 149 years NRA members have promoted gun safety and fought for the Second Amendment.",0,0,0,1
DR.SHIVA FIGURED IT OUT. It’s OVER. The algorithm has been figured out. Every time a Republican threshold was met this “glitch” would kick in and take Trump votes and transfer to Biden. It’s over. GG. This is the smoking gun,0,1,0,0
"BOMBSHELL: New video shows Georgia Senate candidate Rev. Raphael Warnock LAUGHING at church-goers who defend themselves with guns. First Warnock goes after our veterans now the Second Amendment. Georgians have a clear choice Jan. 5!",0,1,0,0
"After two police officers are ambushed and shot in cold blood and after months of joining BLM in trashing law enforcement Biden pushes gun control!  Biden is a dangerous fool.",0,0,1,0
